Epoch,Average reward,Reward count,Episode count,MeanQ,TD Error,Seconds
89,-12.611111111111,329,9,0.15686451637745,0.031322851724923,264715.41334033
90,-14.75,335,9,0.17532988417149,0.028876138456166,267752.74594522
91,-13.075,387,10,0.14850094485283,0.029779071172699,270781.42519116
92,-14.5,338,9,0.14405781364441,0.026694667607546,273799.21518421
93,-13.35,374,10,0.17320177900791,0.028948133006692,276822.62628102
94,-10.275,363,10,0.18066636753082,0.027836792185903,279846.54929209
95,-12.125,317,8,0.20752841413021,0.027108559463173,282891.81562114
96,-13.694444444444,362,9,0.18776108336449,0.027645866759121,285943.53358817
97,-13.225,400,10,0.18295483493805,0.028122058689594,288987.05976105
98,-15.472222222222,349,9,0.1813165242672,0.026570522945374,292021.26357698
99,-14.1,368,10,0.16999678957462,0.030394074514508,295034.41267991
