training Epoch;Seed;WallBounces;SideBounce;Points;ServingTime;RewardA;RewardB
49;1;177;156;32;28400;-5,75;-18,25
49;2;226;191;38;45716;-15,5;-13
49;3;212;181;39;45024;-16,5;-12,75
49;4;159;155;32;40044;-5,75;-18,25
49;5;165;138;38;44924;-11,75;-16,75
49;6;136;119;29;28016;-2,75;-19
49;7;150;129;33;36964;-6,75;-18
49;8;188;180;39;32700;-12,75;-16,5
49;9;160;160;34;46008;-7,75;-17,75
49;10;170;162;36;38864;-9,75;-17,25
