Epoch,Average reward,Reward count,Episode count,MeanQ,TD Error,Seconds
1,15.75,1807,86,0.024660635497421,0.030749857582152,0
2,15.75,1808,86,0.051130523443222,0.030327398702502,3080.0637950897
3,10.659090909091,556,22,0.068492970630527,0.02893841022253,6112.7202789783
4,8.0729166666667,591,24,0.088593688845634,0.030321074590087,9164.36353302
5,10.583333333333,566,21,0.10387785038352,0.029432385802269,12226.163316011
6,-5.5,568,18,0.10838790327311,0.031264565363526,15295.448102951
7,-7.9375,542,16,0.11674013504386,0.029484617933631,18352.79207778
8,12.166666666667,599,24,0.16122512874007,0.052343306601048,21446.514513969
9,10.806603773585,1267,53,0.2247808945179,0.037818958848715,24605.232800007
10,15.053797468354,1720,79,0.24170792597532,0.044391799166799,27684.980213881
11,-1.5326086956522,1590,46,0.24667657256126,0.050101535048336,30776.000858068
12,-9.7083333333333,1478,48,0.22868193393946,0.053942181050777,33859.155449152
13,-4.7727272727273,1436,44,0.39942449390888,0.063749760290608,36948.059296131
14,-11.257575757576,1106,33,0.34375342148542,0.059864736787975,40032.171612024
15,7.202380952381,1264,42,0.32036609226465,0.069277341924608,43118.681558847
16,-13.28125,775,24,0.29566724926233,0.063349225189537,46197.414586782
17,0.94166666666667,1037,30,0.41377734726667,0.071681627377868,49284.942941904
18,5.75,748,24,0.33886451756954,0.068497176675126,52369.253451109
19,-8.71875,842,24,0.45781510215998,0.058275318542495,55457.752614021
20,-5.8676470588235,672,17,0.53462120777369,0.057810675021261,58542.084111214
21,-6.8421052631579,716,19,0.60764492100477,0.064270095337182,61634.21347928
22,-5.8571428571429,732,21,0.64261210149527,0.068129319958389,64716.454583406
23,-1.7738095238095,787,21,0.61844365131855,0.057609518219717,67804.824807405
24,-3.1071428571429,556,14,0.63900305151939,0.056879258744419,70885.788652182
25,1.1166666666667,534,15,0.6976574755311,0.049259904682636,73973.405339479
26,-1.5192307692308,468,13,0.64544979292154,0.04733891300112,77058.188096285
27,-3.75,554,14,0.6684123942256,0.04495135641098,80147.682602406
28,-2.0769230769231,507,13,0.66438281059265,0.047691881015897,83233.454415321
29,-5.9464285714286,519,14,0.6938461330533,0.047677454277873,86321.545918226
30,-5.625,540,14,0.62893603372574,0.048527343899012,89405.741168261
31,-5.8269230769231,468,13,0.6258493257165,0.042918682560325,92495.569252253
32,-5.96875,603,16,0.60775027537346,0.041709499500692,95580.412363291
33,-0.8125,437,12,0.56024558949471,0.043020392000675,98671.039297342
34,-6.6666666666667,581,15,0.57606478148699,0.037179504457861,101756.21317363
35,-6.2291666666667,432,12,0.54789750576019,0.039359708514065,104845.51876974
36,-8.75,453,12,0.4921031267643,0.042268126763403,107931.81754065
37,-4.0166666666667,590,15,0.48646099513769,0.042580844625831,111023.61872482
38,-8,516,15,0.49522505527735,0.042653404973447,114106.57322884
39,-1.3846153846154,507,13,0.48793794256449,0.04224406632781,117195.03930712
40,-5.4318181818182,423,11,0.48889998710155,0.040071641802788,120281.06809187
41,-4.9230769230769,505,13,0.48055751681328,0.039680305801332,123372.07204795
