Epoch,Average reward,Reward count,Episode count,MeanQ,TD Error,Seconds
43,-32.125,310,8,-0.31034964895248,0.037696102849673,128114.22638273
44,-32.25,248,6,-0.33015128362179,0.036158583816141,131138.29339767
45,-30,304,9,-0.35357726168633,0.03773136805743,134158.79221582
46,-32.785714285714,281,7,-0.36206952941418,0.036562707044184,137181.63822651
47,-32.03125,304,8,-0.3573007928133,0.036651544630527,140209.12533069
48,-30.777777777778,330,9,-0.36903064417839,0.039021208509803,143231.82737756
49,-30.59375,302,8,-0.36960311710835,0.034745419502258,146256.2114768
50,-31.78125,311,8,-0.35660752868652,0.036782532520592,149283.37731457
51,0,26,0,-0.35973270308971,0.039194688305259,152311.60005665
52,-31.535714285714,259,7,-0.32979233515263,0.039308880701661,155335.61908579
53,-33.03125,306,8,-0.30454251247644,0.038068914060481,158679.64606357
54,0,10,0,-0.3077388882637,0.03486764463596,161709.62453771
55,0,1,0,-0.287833101511,0.036615976681584,164731.5665195
56,-30.071428571429,258,7,-0.28559452927113,0.038736656761728,168073.77445865
57,0,8,0,-0.28965576517582,0.03533292925451,171421.55948472
58,0,32,0,-0.29404142677784,0.03537861924246,174889.82973671
59,0,30,0,-0.27960905748606,0.035781114966609,178231.51118279
60,0,13,0,-0.26389364635944,0.035452972461237,181576.5636518
61,-30.75,117,3,-0.25413168799877,0.036756916988408,184920.482651
62,-32.0625,153,4,-0.24930246031284,0.03570568712987,188261.08853292
63,-29.25,41,1,-0.2609234815836,0.034284014912322,191643.86233997
64,0,2,0,-0.26833349788189,0.036336692431942,195033.02419901
65,-31.083333333333,220,6,-0.2487211471796,0.033628752228804,198387.73912501
66,-24.75,86,2,-0.2333458237648,0.032874883798882,201733.42537999
67,-34.75,57,1,-0.22106080913544,0.032228405235335,205141.69607902
68,0,20,0,-0.2113011238575,0.032315241830423,208501.50281811
69,0,29,0,-0.2016722881794,0.032087664677761,211865.68041515
70,-30.1,201,5,-0.19333104896545,0.031947336994577,215208.4411881
71,-27.638888888889,312,9,-0.18695436799526,0.031283404531889,218551.90005112
72,0,21,0,-0.22919175350666,0.031978903968818,221943.50013113
73,0,9,0,-0.22746892988682,0.032814852227923,225461.31916332
74,-30.75,57,1,-0.24791103869677,0.035097305248724,228792.55967522
75,-32.071428571429,273,7,-0.24014590930939,0.035565375929698,232123.80669713
76,0,4,0,-0.24898050534725,0.034651560001832,235467.32760644
77,0,13,0,-0.27807631742954,0.036324908265844,238480.73442841
78,0,5,0,-0.28194893968105,0.039241063005291,241808.53344035
79,0,17,0,-0.29142114639282,0.038866422567284,245132.98487949
80,0,1,0,-0.30010227823257,0.038893028046004,248461.24440837
81,0,28,0,-0.30566997385025,0.038882899645716,251784.86009049
82,0,4,0,-0.2768429749012,0.039276440129615,255111.13907838
83,-31,282,7,-0.28723658442497,0.037448742699809,258439.50497341
84,0,13,0,-0.30693704926968,0.038763760032132,261762.70466757
85,-32.1,222,5,-0.28970084834099,0.037739263318479,265189.84182572
86,0,7,0,-0.30202293968201,0.037263768468052,268527.62760568
87,0,26,0,-0.30429276943207,0.038816785745323,271539.21241379
88,0,26,0,-0.29531943643093,0.037614325005561,274869.65589881
89,0,2,0,-0.28496080207825,0.039185200965963,278201.52565455
