Epoch,Average reward,Reward count,Episode count,MeanQ,TD Error,Seconds
31,-11.5,427,11,-0.13156876277924,0.037213211272843,89516.892535448
32,-11.416666666667,439,12,-0.12611813902855,0.035730781964026,92509.944949389
33,-15.692307692308,493,13,-0.11401822388172,0.034237996558892,95515.364245415
34,-16.692307692308,500,13,-0.050775911331177,0.037290098330937,98538.464844465
35,-10.134615384615,490,13,0.011082951903343,0.035221740954556,101545.67380142
36,-13.3125,489,12,0.05101346039772,0.033417437257245,104565.05976629
37,-15.522727272727,415,11,0.05477943277359,0.035748205714393,107557.31085825
38,-11.769230769231,449,13,0.03531555891037,0.030885013681836,110563.57991529
39,-12.308823529412,643,17,0.0051241598129272,0.030626845588908,113553.20760727
40,-15.340909090909,439,11,0.024405554294586,0.034930394763709,116573.10384536
41,-9.55,539,15,0.015237793087959,0.031570149709005,119602.37818432
42,-13.388888888889,360,9,0.020310340762138,0.033570738155628,122643.66008639
43,-11.791666666667,481,12,0.044084054112434,0.03250115283113,125665.90826011
44,-12,420,11,0.064705698490143,0.033147096188273,128680.62530828
45,-14.068181818182,407,11,0.068985550761223,0.033349006434903,131705.14903736
46,-14.525,372,10,0.051267961621284,0.032088694971055,134712.71475434
47,-18.1875,396,12,0.050818180918694,0.050975416313857,137733.19209051
48,-13.444444444444,374,9,0.061889111042023,0.034130853615701,140749.8140893
49,-14.925,380,10,0.042458220124245,0.034601580746938,143770.8537302
50,-13.527777777778,346,9,0.024435671687126,0.028946696706116,146801.87147307
51,-15.25,478,12,0.080733409762383,0.030970462821424,149838.03255987
52,-17,374,10,0.10193769836426,0.031945135511458,152843.86857486
53,-16.625,361,10,0.093968224525452,0.031251499648206,155836.19525099
54,-15.75,374,10,0.097057873010635,0.034328001841903,158878.77326703
55,-15.636363636364,413,11,0.11512637388706,0.030982962438837,161907.93762589
56,-15.95,359,10,0.13147314918041,0.029474855260924,164959.00357485
57,-13.65,376,10,0.11861356890202,0.031835000259802,167964.01353598
58,-14.916666666667,360,9,0.095459250211716,0.032202778627165,170963.46770382
59,-14.3,374,10,0.073190112948418,0.033053754236549,173959.79004407
60,-17.175,359,10,0.071609259605408,0.035708082264289,176995.46294403
61,-19.216666666667,429,15,0.033061665534973,0.036125382841565,180024.85727596
62,-13.181818181818,419,11,0.071844058156013,0.032730900298804,183063.08219004
63,-14.3,364,10,0.075431159377098,0.035262108405586,186085.26321888
64,-12.8,364,10,0.12851213681698,0.030993033098057,189114.62298989
65,-11.625,365,10,0.12246531331539,0.026319333478808,192137.97750092
66,-12.694444444444,361,9,0.10268555891514,0.033918607313186,195184.31896782
67,-13.138888888889,330,9,0.11241964411736,0.031062320400029,198208.45438385
68,-10.027777777778,314,9,0.11970028889179,0.030205767504871,201264.16876793
69,-17.15,361,10,0.10617531645298,0.030443864509463,204330.46117401
70,-13.611111111111,343,9,0.13672581923008,0.030963398275897,207367.36512089
71,-10.916666666667,340,9,0.13866924703121,0.02808295147866,210394.67483687
72,-13.111111111111,335,9,0.15276759397984,0.03073479475826,213406.28694057
73,-14,330,9,0.14818157732487,0.030045662116259,216401.18172574
74,-11.65,366,10,0.15149701762199,0.0306292267479,219403.89151478
75,-14.78125,318,8,0.14722499918938,0.032621489584446,222408.20259905
76,-13.527777777778,340,9,0.15238605070114,0.028705019278452,225461.34652686
77,-16.625,324,8,0.15269427335262,0.027108968123794,228506.12891603
78,-11.9375,319,8,0.14510065102577,0.02813640839234,231499.46051288
79,-14.611111111111,357,9,0.1547291328907,0.030465177953243,234527.91388178
80,-14.09375,320,8,0.16062089204788,0.028384334482253,237533.10557556
81,-13.5,461,12,0.16015643727779,0.029461187843233,240559.18904567
82,-15.388888888889,326,9,0.15006931102276,0.029733455169946,243585.51751566
83,-8.25,374,10,0.16304328477383,0.028653175026178,246613.00346756
84,-15,404,10,0.16597410941124,0.030505876637995,249631.14078665
85,-14.777777777778,363,9,0.1793319426775,0.028244167033583,252641.4623425
86,-12.818181818182,403,11,0.19172694313526,0.026959577117115,255642.5714035
87,-13.75,333,8,0.17769673538208,0.02880460199574,258670.40927029
88,-13.027777777778,355,9,0.17875989842415,0.027611443854868,261682.58066964
89,-14.555555555556,329,9,0.17230091142654,0.026754371542484,264715.41334033
90,-12.25,335,9,0.18951486063004,0.03095425176248,267752.74594522
91,-13.7,387,10,0.22818215501308,0.032679638968781,270781.42519116
92,-12.416666666667,338,9,0.227643846035,0.027799513872713,273799.21518421
93,-13.35,374,10,0.23371605634689,0.030105194956064,276822.62628102
94,-16.275,363,10,0.23556252193451,0.029598393268883,279846.54929209
95,-16.1875,317,8,0.24673552370071,0.028603928070515,282891.81562114
96,-13.555555555556,362,9,0.23167600369453,0.028245551455766,285943.53358817
97,-15.35,400,10,0.21881948363781,0.028914291147143,288987.05976105
98,-11.444444444444,349,9,0.23058039593697,0.027175322085619,292021.26357698
99,-12.975,368,10,0.22368267905712,0.026793881300837,295034.41267991
